relation_id,source_person_id,target_person_id,standard_relation_type,relation_risk_level,confidence,context,human_verdict,human_note
REL-02886,ZLH-042,ZLH-055,待核验,critical,low,"袁牧之、陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。4.抗议公映日本法西斯电影《新地》1937年月,日本和德国合拍的辱华影片《新地》公然在上海上映",,
REL-02892,ZLH-042,ZLH-065,待核验,critical,low,"王任叔、扬邮人(以上陈梦烨),柯仲平(周健,石凌鹤、彭柏山(以上王向民),郁达夫(王自立),杨骚(钦鸿),戴望舒、杜衡(以上应国靖),魏金枝、艾芜、沙汀、徐懋庸",,
REL-02907,ZLH-042,ZLH-104,待核验,critical,low,董绍明、宣侠父、阿英、穆木天、魏金枝、夏衍、杨骚、杨潮、应修人、周毓英、冯乃超、洪灵菲、蒋光憔、卢芳、彭康、王任叔、许峨、杨邮人、叶林、朱镜我、冯润璋、胡风、林; 我_田汉王一榴_蒋光慈刘锡五_叶灵凤_郁达夫陶晶孙_戴望舒李初梨_林伯修殴_夫_徐迅雷_程少怀_陈正道_许幸之_郭沫若_沈起予被介绍加人的:仲_豪“徐耘阡_魏金; 每戡、黎锦明、郑伯奇、穆木天、魏金枝、魏猛克位;其他作家有夏与尊、陈,,
REL-02929,ZLH-042,ZLH-142,交游,low,medium,"iey作,邵明译〉及《奶妈》(魏金枝)、《为奴隶的母亲》(柔石3、《小母亲》(白荻〉等翻译和创作。该刊注重社会批评,重视杂文,辟有“社会杂观“栏,专门登载拌击黑",,
REL-02955,ZLH-043,ZLH-097,同属组织,high,low,一些情况（陆万美） 回忆郊祭李大钊同志（端木蕻良） 北平左联支部的一年（陈辛仁） 记一次被出卖了的会议（方殷） 关于“冰流社”（徐？） 回忆北平作家协会及其他（王西彦） 北方左联解散前后回忆点滴（陈落,,
REL-02958,ZLH-043,ZLH-106,待核验,critical,low,、杨骚、路丁(王尧山)、葛琴、端木蕻良、欧阳山、欧阳凡海、穆木天、戴平万、魏晋、魏猛克、魏金枝、徐步、徐懋庸、夏征农、荒煤、柳倩、草明、奚如、黑丁;还有许多作家,,
REL-02966,ZLH-043,ZLH-132,待核验,high,low,"表示惑惜与愤慨。年美国伊罗生编选英译现代中国小说集《草鞋脚》,茅盾和鲁迅为他开列的《中国左翼文艺定期刊编目》中列入了此刊。同年月被鹄共出，]亳_弓。",,
REL-02977,ZLH-045,ZLH-063,交游,low,medium,"镜我、朱正明、乔天华、伍石夫、任白戈、任钧、向思赓、庄启东、齐同、齐途、刘锡五、刘一梦、刘景明、刺光宗、刘芳松、刘明、刘尊棋、刘雪苇、刘御、刘春、刘宗璜、关露、; 常委周全平、蒋光慈。根据沙汀、任白戈、林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、彭慧、沙汀、胡风、周文、任白戈、徐懋庸、何家槐、林淡秋等人。有的回; 究会或理论研究会。成员有韩起、周立波、徐懋庸、任白戈等。国际联络委员会左",,
REL-02985,ZLH-045,ZLH-086,同属组织,high,low,"、黄新波等都是左联盟员,穆复(葛一虹)是中国左翼戏剧家联盟成员,余不详。(3)《文艺群众》“《新生》事件“后书报审查的暂时放松,对喘息在文化围剿中的左联来说无异",,
REL-03006,ZLH-045,ZLH-145,合作,critical,medium,"波是左联著名作家、翻译家。原名周绍仪,笔名立波、张一柯、张尚斌、雅歌等,湖南益阳人。年随叔叔周起应(周扬)到上海,人劳动大学求学,1932年在神州国光社; 那就让明眼人大家来努力。“9-周立波_在《时事新报.青光》《大晚报.火炬》《大众生活》等报刊发表《今天的感想》《萧伯纳常常自己打自己》《剽窃与删削》",,
REL-03018,ZLH-047,ZLH-043,纪念/悼念,high,medium,纪念“左联”成立五十周年 “左联”散忆（林淡秋） 左联与《文学》（黄源） 三十年代的革命新苗（赵家璧）——回忆专为左联青年作家编印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）,,
REL-03025,ZLH-047,ZLH-061,待核验,critical,low,数、讥马文森、台静农、师田手、朱镜我、朱正明、乔天华、伍石夫、任白戈、任钧、向思赓、庄启东、齐同、齐途、刘锡五、刘一梦、刘景明、刺光宗、刘芳松、刘明、刘尊棋、刘,,
REL-03027,ZLH-047,ZLH-067,交游,low,medium,"正明、乔天华、伍石夫、任白戈、任钧、向思赓、庄启东、齐同、齐途、刘锡五、刘一梦、刘景明、刺光宗、刘芳松、刘明、刘尊棋、刘雪苇、刘御、刘春、刘宗璜、关露、安娥、许; 平、蒋光慈。根据沙汀、任白戈、林淡秋、徐懋庸等的回忆,担任过左联常委的还有茅盾、周扬、彭慧、沙汀、胡风、周文、任白戈、徐懋庸、何家槐、林淡秋等人。有的回忆录提供",,
REL-03031,ZLH-047,ZLH-080,待核验,critical,low,陈北鸥、陈大戈、陈落、陈荒燥、陈企霞、陈君冶、陈辛仁、陈沂、陈子谷、陈克寒、巫省三、耶林、林伯修、林淡秋、林林、林焕平、林蓉、林基路、,,
REL-03034,ZLH-047,ZLH-084,纪念/悼念,high,medium,纪念“左联”成立五十周年 “左联”散忆（林淡秋） 左联与《文学》（黄源） 三十年代的革命新苗（赵家璧）——回忆专为左联青年作家编印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）,,
REL-03037,ZLH-047,ZLH-091,地下通讯,low,medium,"冲、石灵、东平、叶灵凤、叶沉、叶以群、叶紫、田间、田牛、史征军、白薇、白曜、卢芳、冯润壕、冯铿、冯毅之、冯完章、冯契,边隆基、司徒懋数、讥马文森、台静农、师田手; 。同年月,作为左联的新兵,随叶以群去上海,在左联秘书处的秘密印刷发行机羔工作,负责刻印、传递左联内部文件。不久调任左联东北(泸东、闸北)区委,先后负责组织、宣",,
REL-03048,ZLH-047,ZLH-116,纪念/悼念,high,medium,纪念“左联”成立五十周年 “左联”散忆（林淡秋） 左联与《文学》（黄源） 三十年代的革命新苗（赵家璧）——回忆专为左联青年作家编印的一套创作丛 书 关于北方左联的事情（孙席珍） 再谈北方左联（孙席珍）,,
REL-03061,ZLH-047,ZLH-150,同属组织,critical,low,"祝秀侠、艾芜、何家槐、魏金枝、林淡秋、周扬、夏征农、鲁迅、郭沫若、茅眉、周而复、杨潮、张天虚、任白戈、魏猛克、林林、沙汀、张香山、孟式钧、钱亦石、徐懋庸、丽尼、; 适夷《记“左联“的两个刊物》,萧三《我为“左联“在国外做了些什么》,冯润璋《我记忆中的左联》,马宁《左联杂忆》,凌鹤《参加左联的前前后后》,金丁《有关左联的一些",,
REL-03090,ZLH-048,ZLH-106,同属组织,critical,low,",其他左联作家、诗人、翻译家有王任叔、尹庚、以群、立波、白薇、(陈)北鸥、任白戈、艾芜、何家槐、辛人、辛劳、沈起予、杜吴慧、沙汀、周文、周扬、周钥鸣、武定河(冯",,
REL-03091,ZLH-048,ZLH-107,待核验,critical,low,"》(张天鬓)、《乡闽的来客》(王任叔)、《责船》(萧军)《促狙兜莱歌羌台奇》(西班牙巴罗哈作,鲁迅译)、《两里亚的白柠檬》(意大利比朗德娄作,周立波译)、《列子",,
REL-03092,ZLH-048,ZLH-112,同属组织,critical,low,"应人、潘丙心、穆木天、戴平万、戴望舒、魏金枝、魏猛克等。左联高举反对帝国主义、反对国民克反动派和拥护苏维埃革命的战斗旗帜,努力传播马克思主义文艺理论,介绍苏联及; 东京左联盟员,王余杞、许幸之、王任叔、郑伯奇、庄启东、方之中、张天翼、周而复、任钧、洪道、穆木天、关露、安娥、杨骚、舒群、罗烽、张若羟(阿英)等各地左联盟员书在; 子、黄仲文),孟超(卢正言),王任叔、扬邮人(以上陈梦烨),柯仲平(周健",,
REL-03117,ZLH-048,ZLH-150,同属组织,high,low,"际革命作家联盟所属的支部之一,萧三是常驻国际革命作家联盟的代表。左联设有党团(党的领导机构)、执行委员会(有时又称常务委员会)和秘书处、组织部、部分概述宣传部,",,
REL-03123,ZLH-050,ZLH-083,待核验,critical,low,欧阳山、何谷天(周文)、辛人、林焕平、勇余、杨骚、阜东(梅益)、郑伯奇、王淑明、于黑丁、欧查、白薇、李肖(陈克寒)、,,
REL-03131,ZLH-050,ZLH-139,同属组织,critical,low,阜东(梅益)、郑伯奇、王淑明、于黑丁、欧查、白薇、李肖(陈克寒)、奚如、方之中、欧阳凡海、辛劳、阿英、何家槐、王志之、张香山、立波、盛鹤、周钢鸣、王任叔等左联作,,
REL-03163,ZLH-053,ZLH-120,待核验,critical,low,"鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海、穆木天、丽尼。其他文化界知名人土则有史东山、艾思奇、吕骥、冼星海、柯灵、柳谋、张庚、欧; 殡仪倩灵堂,夜晚由胡风、周文、黄源、雨田、萧军值夜。在治丧委员会之下,设立了一个治丧办事处,办理人员接待、礼品登记、为前来吊唁者缠黑纱等事宜,张天翼、欧阳山、周",,
REL-03164,ZLH-053,ZLH-121,合作,critical,medium,"学季刊)、《文乓月刊;主编)、黄源(《文学》杂志实际编辑,《译文》主编)、赵景深(《现代文学3》、《青年界》主编)、孟十还(《作家》主编)、黎烈文(《申报,自由",,
REL-03171,ZLH-053,ZLH-131,交游,low,medium,"学季刊)、《文乓月刊;主编)、黄源(《文学》杂志实际编辑,《译文》主编)、赵景深(《现代文学3》、《青年界》主编)、孟十还(《作家》主编)、黎烈文(《申报,自由; 展乡土文学的卓诉与还见。苯眉与史沫特莱论文,曹金林作,载《新文化史料》1989年期.叙述茅盾与史氏的革命友谊,写出他们共同为中国革命的胜利而忘我工作、共同从事",,
REL-03180,ZLH-053,ZLH-144,签名联署,low,medium,"《大晚报》发表中国著作家《欢迎巴比塞代表团启事)。月日,与茅眉、田汉在《中国论坛》8月号发表《欢迎反战大会国际代表的宣言3》,揭露各帝国主义国家妥图瓜分中; 。同年月,在《中国著作家欢迎巴比塞代表团启事》上签名,支持远东反战会议在上海召开,欢迎巴比塞代表团来华。同年月,任上海反帝大同盟党团书记。为了在上海举行远东",,
REL-03187,ZLH-054,ZLH-060,待核验,critical,low,夫、征农、洪深、祝秀侠、草明、许幸之、张天翼、董每戡、黎锦明、郑伯奇、穆木天、魏金枝、魏猛克位;其他作家有夏与尊、陈望道、巴金、王统照、老吴、叶圣陶、傅东华,,
REL-03188,ZLH-054,ZLH-061,待核验,critical,low,数、讥马文森、台静农、师田手、朱镜我、朱正明、乔天华、伍石夫、任白戈、任钧、向思赓、庄启东、齐同、齐途、刘锡五、刘一梦、刘景明、刺光宗、刘芳松、刘明、刘尊棋、刘,,
REL-03212,ZLH-054,ZLH-116,待核验,critical,low,……(9…〕〉诊一(99)许幸之……; 璜、关露、安娥、许杰、许“峨、许幸之、孙席珍、孙慎、远十里、苏灵扬、杜君懋,,
REL-03248,ZLH-055,ZLH-122,待核验,critical,low,"袁牧之、陈子展、唐纳、程步高、郑君里、蔡楚生、赵景深、应云卫等。4.抗议公映日本法西斯电影《新地》1937年月,日本和德国合拍的辱华影片《新地》公然在上海上映",,
REL-03251,ZLH-057,ZLH-069,待核验,high,low,"女主角赛金花,著名男演员金山和赵丹争演李鸿章。双方各有支持者与反对者。剧作者夏衍提出了折衷方案,建议两个主要人物扮演者可分为A.B角:赵丹、蓝苹,金山和王莹,这",,
REL-03262,ZLH-058,ZLH-069,签名联署,low,medium,"由宣言》,其中有鲁迅、苟盾、郭沫若、郑伯奇、张天翼、洪深等。在“国防戏剧“热潮中,洪深也是积极分子:他和沈起予、何家槐共同创作独幕剧《走私》(洪深执笔,载《光明; 淡秋、邵浆美、邵灵芬、茅盾、郭沫若、郜达夫、洪深、侯枫、夏七尊、荒煤、徐调孚、徐蔚南、徐懋庸、马子华、马宗融、马国亮、柳倩、唐弧、高滔、痿鹤、孙师毅、旅冈、许幸; 流亡海外十年的著名诗人和作家郭沫若从日本回来,来到上海;沈钧儒、邹韬奋、",,
REL-03274,ZLH-058,ZLH-091,交游,low,medium,"1931年间成立,成员有任钧、叶以群、谢冰莹、孟式钩等人;全部是留学生。年九一八事变发生,除孟式钧外,其余盟员均回国参加抗日斗争。年月,工联盟; )等详、小说和论文,还与华蒂(叶以群)合译高尔基中篇小说《隐秘的爱》(潼风书局),是左联时期颇有成就的翻译家。阳韬笙(1902一1993)左翼作家。原名欧阳本仪; 左翼作家联盟机关刊。鲁迅主编,叶以群等参加编辑。小报型文艺期刊,1931",,
REL-03280,ZLH-058,ZLH-104,同属组织,high,low,"去革命互济会工作,1931年与叶灵凤、周毓英等一起被开除出左联.周永言(1905一1936)左翼文学青年.又名周永年、周幼年,四川越西县人。年毕业于成都",,
REL-03289,ZLH-058,ZLH-120,签名联署,low,medium,"典手头字缘起》,鱼迅、郭沫若、茅“方之中、关露、田间等视翼作家眉、周扬、夏征农、周而复、任_邓签名支持推行“",,
REL-03294,ZLH-058,ZLH-127,空间共现,low,medium,"密.1935年月日,鲁迅致曹靖华信中说:“导报里有一个张露薇,看他口气,是高尔基的朋友,也是托尔斯泰纪念的文集刊行会的在中国的负责人月日,鲁迅致王河秋的; 齐燕铭、211管同(张致祥)、曹靖华,杨刚等,每两周聚会一次,分别在这些人家中开会。同年夏秋间,负责筹组北平作家协会,并拟出版机关杂志《北平文艺》。同年秋毕业于; 》的销售,曾寄此书去北平代销,曹靖华向鲁迅报告长诚在北平颡受欢迎,鲁迅复",,
REL-03309,ZLH-058,ZLH-145,地下通讯,low,medium,"签名。年月,英国文豪萧伯纳来到上海,虽是极短暂的停留,洪深却有机会见到他,会见后,在《论语》“萧伯纳游华专号“上发表《幽默一一矛盾一一萧伯纳》一文,记; 933年月日,英国戏剧家萧伯纳乘轮船从香港到达上海,不少上海市民去码头欢迎,魏猛克也在欢迎人群中。同一天的《申报.自由谈》出版“萧伯纳专号(上)“,发表黎; 年月,他去火车站欢迎英国文豪萧伯纳;4月,中共北平地下党组织为李大钊烈",,
REL-03311,ZLH-058,ZLH-150,同属组织,critical,low,"周扬等都曾是宁的重要领导人,郭沫若则是东享左联的实际核心。左联是国际革命作家联盟所属的支部之一,萧三是常驻国际革命作家联盟的代表。; 沙汀、白薛等左翼作家的作品寄给萧三,同时,萧三在国外也大力介绍鲁迅,向苏联人民和世界各国人民宣扬鲁迅的革命战斗精神。年在全苏第一次作家大会的祝词中高度评; 。十五年来的中国革命文学论文。萧三(署名萧爱梅)作,原文是俄文,载《国际文学左联作品篓丫年第",,
REL-03313,ZLH-059,ZLH-061,同属组织,critical,low,"群、叶紫、田间、田牛、史征军、白薇、白曜、卢芳、冯润壕、冯铿、冯毅之、冯完章、冯契,边隆基、司徒懋数、讥马文森、台静农、师田手、朱镜我、朱正明、乔天华、伍石夫、; 仇》(森堡)、《炸弹与征鸟》(白薇),《平林泰子集》(沈端先译),、《林房雄集)(林伯修译)、《初恪〗(穆木天译)、《新俄文学中的男女》(周起应译)等,为左联的",,
REL-03343,ZLH-059,ZLH-128,交游,medium,medium,、洪灵菲、冯锂、许峨、戴平万、白薇、杨骚、胡也频、丁玲、周起应、周立波、王任叔、适夷、方之中………等一大批革命作家、文学青年从各地汇联到上海来了;成仿吾、冯乃,,
REL-03344,ZLH-059,ZLH-129,交游,medium,medium,"、洪灵菲、冯锂、许峨、戴平万、白薇、杨骚、胡也频、丁玲、周起应、周立波、王任叔、适夷、方之中………等一大批革命作家、文学青年从各地汇联到上海来了;成仿吾、冯乃; 说;适夷的剧本《S.0.S》,白薇的剧本《北宁路树站》,谷非(胡风)的诗《仇敌的祭礼》;论文有丹仁(冯雪峰)《关于新的小说的诞生一一评丁玲的〈水?》,钱杏邹《一; 、戴平万等,还有许多进步作家如胡愈之、邹韬奋、杜重运、王统照、叶圣陶、郑",,
REL-03354,ZLH-059,ZLH-147,待核验,critical,low,"个不幸的友人》、《女看护长》,白薇《炸弹与征鸟》,彭家煌《皮克的情书》、《茶杯里的风波》、《平淡的事》,楼建南@《挣扎》、《病与梦》,王任叔《死线上、《阿贵流浪; 《苍闷》,孙席珍《战场上》、《辛克莱译传》,冯宪章《梦后》、《叶山嘉树集》,何畏《文学方法论者蒲列哈诺夫》,戴望舒《啪物史观的文学论》,顾凤城《新兴文学概论》和",,
REL-03356,ZLH-060,ZLH-063,同属组织,critical,low,"王特夫、王琳、王集丛、王淑明、王鲁彦、王文川、王酉微、方之中、方光焘、白丁、史国纲、艾怡奇、艾寒松、伍蠢甫、任白戈、江天蔚、老舍、向克民、伯韩、; 容(廖沫沙)、聂绀弩、欧阳山、任白戈、家征农、沈起予、草明、魏猛克、杨骚,其他还有巴金、冰心、沉模、杜重远、丰子恺、风子(唐弛)、耿济之、顾均正、黄源、胡仲持、; 施蛭存、马彦祥、沉樱、徐调乍、鲁彦、靳以、赵景深、李又然等;叶灵凤虽已被左联开除,但庄启",,
REL-03377,ZLH-061,ZLH-063,待核验,critical,low,数、讥马文森、台静农、师田手、朱镜我、朱正明、乔天华、伍石夫、任白戈、任钧、向思赓、庄启东、齐同、,,
REL-03383,ZLH-061,ZLH-081,同属组织,critical,low,家、音乐家则有徐梵澄、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大力声援受压迫的中国左翼作家联盟和中国左翼文学运动的外国友,,
REL-03388,ZLH-061,ZLH-094,待核验,high,low,"书店,出版发行了《反杜林论》(吴亮平译)、《马克思恩格斯合传》(李--氓译)等马克思主义原著和宣传马克思主义的书籍.同年月,中共中央文化工作委员会成立,任委",,
REL-03396,ZLH-061,ZLH-119,待核验,critical,low,数、讥马文森、台静农、师田手、朱镜我、朱正明、乔天华、伍石夫、任白戈、任钧、向思赓、庄启东、齐同、齐途、刘锡五、刘一梦、刘景明、刺光宗、刘芳松、刘明、刘尊棋、刘,,
REL-03407,ZLH-061,ZLH-134,交游,low,medium,"、山上正义、尾崎秀实、增田涉、鹿地亘等,凡是关心支持帮助过左联和中国左翼文学运动的中外友人,中国人民都永远记着他们!中国左翼作家联盟是年代左翼文化运动的主力",,
REL-03409,ZLH-061,ZLH-139,待核验,critical,low,"峰、钱杏郭、田汉、洪深、彭康、朱镜我、丁九(应修人)、丁玲、潘汉年、郝达夫、戴平万等,还有许多进步作家如胡愈之、邹韬奋、杜重运、王统照、叶圣陶、郑振铎、杨杏佛、",,
REL-03411,ZLH-061,ZLH-142,交游,low,medium,"三岁的小孩》。华汉(阳翰笙)、朱镜我、彭康、侍桁、许幸之等人,还有身在异邦的麦克昂(郭沫若)都极关心文艺理论问题。在上述刊物,麦克昂发表《普罗文艺的大众化》、《",,
REL-03417,ZLH-063,ZLH-038,同属组织,high,low,忆片断（草明） 我在“左联”工作的时候（任白戈） 回忆左联（魏猛克） 我参加“左联”时期文学活动的回忆片断（庄启东） 我和上海左联的一段关系（齐速） 在左联时期（朱正明） 我们是共患难、轻生死的同志关,,
REL-03440,ZLH-063,ZLH-100,待核验,critical,low,镜我、朱正明、乔天华、伍石夫、任白戈、任钧、向思赓、庄启东、齐同、齐途、刘锡五、刘一梦、刘景明、刺光宗、刘芳松、刘明、刘尊棋、刘雪苇、刘御、刘春、刘宗璜、关露、,,
REL-03443,ZLH-063,ZLH-106,待核验,critical,low,、翻译家还有白蒲、艾芜、立波、任白戈、任钧、羊枣、沈起予、沙汀、何家榜、林林、林娜、林淡秋、周钢鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、,,
REL-03456,ZLH-063,ZLH-133,签名联署,low,medium,"流亡到上海,和先于他流亡上海的任白戈等四川同志组织李垦书店,1931年秋和同学汤道耕(艾芜)相逼,共同从事小说创作。年月日和艾芜联名给鲁迅写信,",,
REL-03473,ZLH-067,ZLH-069,待核验,critical,low,"还有白蒲、艾芜、立波、任白戈、任钧、羊枣、沈起予、沙汀、何家榜、林林、林娜、林淡秋、周钢鸢、周扬、荒燥、徐懋庸、柳倩、夏征农、梅雨、戴平万、杨骚、关露、欧阳凡海; 列斯、朱自清、朱曼华、任白戈、任钧、沙汀、李健吾、李兰、沈起予、宋云彬、何家榜、何界、吴文祺、吴景超、吴耀忠、辛人、汪佳然、邢桐华、邱韵铎、周白月、周木斋、周钢; 第四章“在艰难险阻中创造任钧《空军战歌》,含沙(王志之)《攻到多伦",,
REL-03480,ZLH-067,ZLH-083,交游,low,medium,"正明、乔天华、伍石夫、任白戈、任钧、向思赓、庄启东、齐同、齐途、刘锡五、刘一梦、刘景明、刺光宗、刘芳松、刘明、刘尊棋、刘雪苇、刘御、刘春、刘宗璜、关露、安娥、许; 半年至年间成立,成员有任钧、叶以群、谢冰莹、孟式钩等人;全部是留学生。年九一八事变发生,除孟式钧外,其余盟员均回国参加抗日斗争。年月,; 冯乃超、冯雪峰、冯锂、任白戈、任钧、阳翰笙、孙席珍、李伟森、吴奚如、应修",,
REL-03487,ZLH-067,ZLH-100,合作,critical,medium,"正明、乔天华、伍石夫、任白戈、任钧、向思赓、庄启东、齐同、齐途、刘锡五、刘一梦、刘景明、刺光宗、刘芳松、刘明、刘尊棋、刘雪苇、刘御、刘春、刘宗璜、关露、安娥、许; 关刊。周起应编辑(最初期由姚蓬子编3,光华书局发行,1932年月日在上海创刊,封面设计钱君甸。撰稿人有宋阳(瞿秋白)、鲁迅、茅盾、丁玲、蓬子、金丁、冰莹",,
REL-03505,ZLH-067,ZLH-133,交游,low,medium,"诗歌组,和穆木天.柳倩、杨骚、任钧、蒲风等相往还,在《新诗歌》发表诗作,出版诗集《太平洋上的歌声》,发表《风波亭》等诗作的情况。孙席珍小传传记.美国埃憎加.斯诺",,
REL-03507,ZLH-067,ZLH-136,交游,low,medium,"会议准月在沪开会》,还发表了宋庆龄的宣言《反对帝国主义战争1》同时传出一个令人振奋的消息:法国著名作家、杰出的反法西斯战士巴比塞已在来华途中,不久将抵达上海,; ,穆木天名列其间。年,宋庆龄领导的上海民众抗日团体“国民御侮自救会“成立,穆木天任秘书长。月,为迎接远东反战大会在上海召开,左翼文化界发表《中国著作家; 人早日恢复自由,促进全民抗战,宋庆龄等人发起“救国人狱运动“,左联作",,
REL-03516,ZLH-069,ZLH-070,待核验,critical,low,"崔集体讨论,崔臼初稿,郑伯奇、张庚整理;第二部“卢沟桥是我们的坟藏王震之、马彦祥、冼鹤、城时『一川着日史誓或成、姚莲农集体讨论,冼鹤、王震之、马彦祥初稿,孙",,
REL-03518,ZLH-069,ZLH-081,创作合作,low,medium,"家、音乐家则有徐梵澄、蒋牧良、陈白尘、芦棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大; 尘无、侯枫、唐瑜、陈沂和柯灵、陈白尘、旅冈、张庚、唐纳、黑婴等人不久又联名; (欧阳山)及旅冈、柯灵、唐纳、张庚等人联名签署,刊登在月日《明星半月刊》第卷第期上。其二是《中国文化界为争取演剧自由宣言》。宣言“反对在任何名义下",,
REL-03538,ZLH-069,ZLH-133,交游,low,medium,"棚、萧红、萧军、艾青、臧克家、张庚、盲驯、姚克、旅冈、李兰等;大力声援受压迫的中国左翼作家联盟和中国左翼文学运动的外国友人有美国的史沫特莱、斯诺和尼姆.威尔士口; 定也会知道。为慎重计,我又致函张庚同志,询问此事,张庚同志在复信中明确回答:“30年代武汉只成立了左耀剧联的分盟,并未成立“左联“.“我又致函吕骥同志,了解30",,
REL-03578,ZLH-073,ZLH-139,待核验,critical,low,绀弩)、任白戈、羊枣、沈起予、王余杞、欧阳山、何谷天(周文)、辛人、林焕平、勇余、杨骚、阜东(梅益)、郑伯奇、王淑明、于黑丁、欧查、白薇、李肖(陈克寒)、奚如、,,
REL-03599,ZLH-077,ZLH-083,同属组织,critical,low,"、耶林、林伯修、林淡秋、林林、林焕平、林蓉、林基路、郁达夫、欧阳山、欧阳凡海、欧查、罗烽、罗竹风、金奎光、金丁、金肇野、周缘英、周全平、周永言、周文、周立波、周; 、张天翼、张松如、阿英、陈沂、林焕平、茅盾、郁达夫等位盟员作家在左联时期的活动。左联盟员谈左联“史料。上海师范学院图书馆资料组辑,载《中国现代文艺资料",,
REL-03600,ZLH-077,ZLH-084,同属组织,critical,low,"天虚、张文松、张树森、张香山、陆万美、陈璧如、陈八昌、陈正途、陈北鸥、陈大戈、陈落、陈荒燥、陈企霞、陈君冶、陈辛仁、陈沂、陈子谷、陈克寒、巫省三、耶林、林伯修、; 创作.成员有蒲风.杨骚、白曙、柳倩,关露等,负责人穆木天、森堡(任钧).左联北方部全称中国左翼作家联盟北方部,又称北方左联。中国左翼作家联盟下属组织。年",,
REL-03612,ZLH-077,ZLH-112,待核验,critical,low,"、夏征农、许幸之、叶沉、安娥、戴望舒、黎锦明、楼适夷、杨刚、姚蓬子、叶灵凤、方土人、刘一梦、任白戈、石凌鹤、王蕾嘉、吴冠如、徐平羽、张天翼、祝秀侠、董每戡、杜衡; 畏《文学方法论者蒲列哈诺夫》,戴望舒《啪物史观的文学论》,顾凤城《新兴文学概论》和《没落的灵魂》,王余杞《朋友与敌人》,健尼(高云览)《前夜》,周全平《残兵》,; 、《〈黎明〉与〈未明))、《论戴望舒的诗5》、《臧克家的〈罪恶的黑手)》",,
REL-03616,ZLH-077,ZLH-120,待核验,critical,low,"明、胡风、胡也频、柏山、柳风、柳倩、段雪笙、段英、俞人舟、洪深、洪灵菲、洪道、宣侠父、姚蓬子、柔石、饶彰风、袁殊、袅青伟、聂绀、夏征农、俩拾,钱亦石、秦川、倪素",,
REL-03628,ZLH-080,ZLH-083,同属组织,critical,low,"陈北鸥、陈大戈、陈落、陈荒燥、陈企霞、陈君冶、陈辛仁、陈沂、陈子谷、陈克寒、巫省三、耶林、林伯修、林淡秋、林林、林焕平、林蓉、林基路、郁达夫、欧阳山; 和深思。左联回忆录残稿回忆录.陈企霞作,载《上海鲁迅研究》《期,百家出版社年月出版.回忆参加左联的经过,叙述当年在左联小组会上见到胡风的印象,“那时我",,
REL-03633,ZLH-080,ZLH-098,交游,low,medium,"!完全是他的低级趣昧的梦哪!“沈从文宣言他“不轻视左倾,也不郜薄右翼“。这后半句自然真实,但前半旬却很虚伪,上述这一切就是明证。7.丁玲逃出“翟魉世界“从193",,
REL-03644,ZLH-080,ZLH-129,交游,low,medium,"翼作家在挨批挨斗挨整,如丁玲、陈企霞、罗烽、白朗、艾青等人,其中最惨的是冯雪峰。他挨批挨斗挨整的罪名大得吓人:“勾结胡风,藩蔽鲁迅,打击周扬、夏衍,分裂左翼文艺; 事忙碌着,彭家煌积极支持叶紫、陈企霞主持的这个团体,也关心他们正在筹备的这份刊物,他为它义务撰稿,送上小说《坳圾》。年,人们对巴比塞代表团即将来华的消息",,
REL-03649,ZLH-080,ZLH-144,合作,critical,medium,",走上文学道路,1932年初与陈企霞组织无名文艺社,出版《无名文艺》叶刊。同年,苏苏(钟望阳)、周钢鸣等的海燕社与无名文艺社合并,同年月加入中国左翼作家联盟,; 新参加左联活动。同年加入叶紫、陈企霞主持的“无名文艺社“,并在《无名文艺》杂志发表《文学与大众、《坳圾》等杂文与小说。年月在《现代》2卷期发表小说《",,
REL-03652,ZLH-081,ZLH-083,待核验,critical,low,定河(冯雪睐)、东平、林淡秋、林焕平、林林、林娜(司马文森)、朐风、胡依凡、荸盾、陈毅(陈沂)、雪苇、张天翼、张香山、梅雨、(聂)绀弩、舒群、彭慧、杨骚、路丁(,,
REL-03665,ZLH-081,ZLH-122,待核验,critical,low,、邵子南、姚克、胡兰畦、柯灵、陈白尘、陈占元、许天虹、张季纯、曹白、曹禺、黄源、傅东华、景宋(许广平)、杨晋豪、靳以、赵景深、郑振,,
REL-03672,ZLH-082,ZLH-091,合作,high,medium,"人。年留学日本东京,和叶以群共同赁屋而居,互相切磕文艺,成为好友。这时留学东京的部分中国文学青年自发组织左联东京分盟(或称左联东京支部),成员有胡风、聂",,
